nom,nom2,adresse,retty,url,fb,mail
"LABO",,"東京都","https://retty.me/area/PRE13/ARE8/SUB804/100000479128/","http://labo-shibuya.com/labo/",,,
"ル・ブショ",,"東京都","https://retty.me/area/PRE13/ARE10/SUB1001/100000082765/",,,,
"日比谷パレ",,"東京都","https://retty.me/area/PRE13/ARE2/SUB202/100000065791/","http://www.hibiyapalace.co.jp/",,,
"・ベル・エポック",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1803/100000056570/","http://www.hotelokura.co.jp/tokyo/restaurant/index.html",,,
"Dining & Bar TENQOO ホテルメトロポリタン丸の内",,"東京都","https://retty.me/area/PRE13/ARE15/SUB1504/100000014672/","https://marunouchi.metropolitan.jp/restaurant/list/tenqoo/index.html","https://www.facebook.com/hotelmetropolitanmarunouchi/",,
"セパージュ 名古屋店",,"愛知県","https://retty.me/area/PRE23/ARE61/SUB6101/100000042887/","http://www.cepages-nagoya.jp/",,,
"ピエール　インターコンチネンタルホテル大阪",,"大阪府","https://retty.me/area/PRE27/ARE89/SUB8901/100000928590/","http://www.icosaka.com/restaurant/pierre.php",,,
"アーム・ドゥ・ギャルソ",,"京都府","https://retty.me/area/PRE26/ARE660/SUB11001/100000039079/",,,,
"オーベルジュ・ド・リル　サッポロ",,"北海道","https://retty.me/area/PRE01/ARE164/SUB16401/100000452895/","http://www.hiramatsu.jp/baerenthal/",,,
"アーティショー",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100000715784/","http://www.artichaut-ebisu.com/",,,
"ユニック",,"大阪府","https://retty.me/area/PRE27/ARE91/SUB9104/100000030165/","http://www.unique-french.com/",,,
"ル・ジャルダン・デ・サヴール",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000082763/","http://le-jardin-des-saveurs.jp/",,,
"邸宅レストラン　ル・ア",,"兵庫県","https://retty.me/area/PRE28/ARE99/SUB10101/100000814427/","http://www.vizcaya.jp/restaurant/",,,
"The 30th Restaurant",,"東京都","https://retty.me/area/PRE13/ARE20/SUB2004/100001265744/",,,,
"嵐山MITATE",,"京都府","https://retty.me/area/PRE26/ARE114/SUB11401/100001214538/","http://www.arashiyama-mitate.com/",,,
"アニオ",,"福岡県","https://retty.me/area/PRE40/ARE122/SUB12201/100000004414/","http://aignon.com/",,,
"Chi-Fu",,"大阪府","https://retty.me/area/PRE27/ARE92/SUB9201/100000045767/","http://www.bi-fun.co.jp/",,,
"メゾン・ド・ヴァン鶉亭",,"京都府","https://retty.me/area/PRE26/ARE108/SUB10802/100000047665/","http://www.caille.jp/",,,
"Élan-エラン MIYAMOTO",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100001272382/","http://ideya-miyamoto.jp/","https://www.facebook.com/Elan.MIYAMOTO/",,
"アルピーノ",,"埼玉県","https://retty.me/area/PRE11/ARE53/SUB5302/100000451251/","http://www.alpino.co.jp/alpino/",,,
"オーグードゥジュール メルヴェイユ博多",,"福岡県","https://retty.me/area/PRE40/ARE126/SUB12601/100000748682/","http://www.augoutdujour-group.com/meh/index.html","https://www.facebook.com/augoutdujourmerveillehakata/",,
"ベラ・ルーサ Bella Rusa",,"千葉県","https://retty.me/area/PRE12/ARE45/SUB4503/100000818287/",,,,
"ビストロ・ド・ラ・シテ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000497647/","http://www.sixarbres.com/bistrot/info.htm",,,
"山手十番館",,"神奈川県","https://retty.me/area/PRE14/ARE39/SUB58806/100000013212/","http://www.yokohama-jyubankan.co.jp/yamate/",,,
"ナツルキョウトカモガワリゾート",,"京都府","https://retty.me/area/PRE26/ARE108/SUB10802/100001185871/","http://www.funatsuru.com/",,,
"ルブト",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000826756/","http://www.lebouton.jp/","https://www.facebook.com/LeBoutonJapon/",,
"オーベルジュ・ドゥ・オオイシ",,"香川県","https://retty.me/area/PRE37/ARE146/SUB14601/100000700454/","http://www.auberge-de-oishi.jp/",,,
"哥利歐",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000022578/","http://www.aragawa.jp/gorio",,,
"Le japon",,"東京都","https://retty.me/area/PRE13/ARE7/SUB702/100000036657/","http://le-japon.info/","https://www.facebook.com/RestaurantLejapon",,
"キハチ 名古屋 JRセントラルタワーズ",,"愛知県","https://retty.me/area/PRE23/ARE61/SUB6101/100000758868/","http://www.kihachi.jp/",,,
"アドック",,"大阪府","https://retty.me/area/PRE27/ARE618/SUB8903/100001169383/","http://adhoc2014.jp/",,,
"パティナステ",,"東京都","https://retty.me/area/PRE13/ARE664/SUB111/100000845689/","http://patinastella.com/",,,
"Difference",,"大阪府","https://retty.me/area/PRE27/ARE91/SUB9102/100000836076/","http://difference.upper.jp/","https://www.facebook.com/difference.ciel",,
"万平ホテル メインダイニングルーム",,"長野県","https://retty.me/area/PRE20/ARE227/SUB22702/100000732380/","http://www.mampei.co.jp/",,,
"ルセット",,"兵庫県","https://retty.me/area/PRE28/ARE98/SUB9904/100000045777/","http://recette.jp/",,,
"ル・プティ・トノー 虎ノ門店",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1803/100000021569/","http://www.petitonneau.com/",,,
"日光金谷ホテル　メインダイニングルーム",,"栃木県","https://retty.me/area/PRE09/ARE269/SUB26901/100000837615/","http://www.kanayahotel.co.jp/nkh/restaurant/dining/index.html",,,
"ル カネト",,"大阪府","https://retty.me/area/PRE27/ARE96/SUB9602/100000730518/","http://www.le-caneton.com/",,,
"鳴神",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2303/100001157790/","http://www.restaurant-narukami.com/index.html",,,
"ジ・オリエンタルテラス トリゼ",,"静岡県","https://retty.me/area/PRE22/ARE79/SUB33303/100000703918/","http://www.torizen.co.jp/","https://www.facebook.com/THEORIENTALTERRACE/",,
"御影 ジュエンヌ",,"兵庫県","https://retty.me/area/PRE28/ARE100/SUB10004/100000053269/","http://juenne.com/",,,
"エッサンシエル",,"大阪府","https://retty.me/area/PRE27/ARE91/SUB9104/100000740472/","http://www.essentiel.jp/",,,
"オーベルジュ ド プリマヴェー",,"長野県","https://retty.me/area/PRE20/ARE227/SUB22702/100000729821/","http://www.karuizawa-primavera.com/",,,
"ルコネッサ",,"愛知県","https://retty.me/area/PRE23/ARE65/SUB6501/100000822695/","http://www.reconnaissance-nagoya.com/",,,
"Vin de Reve",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000038399/","http://www.vin-de-reve.com/",,,
"オトワ レスト",,"栃木県","https://retty.me/area/PRE09/ARE59/SUB5901/100000013697/","http://otowa-artisan.co.jp/",,,
"銀座 Miyagawa",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000065785/",,,,
"和風フレンチ ichiRyu",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000771487/","https://www.ichiryu-world.com/",,,
"クルーズクルーズ THE GINZA",,"東京都","https://retty.me/area/PRE13/ARE2/SUB201/100000085383/","http://www.ginza-cruise.co.jp/",,,
"八芳園",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1404/100000003634/","http://www.happo-en.com/",,,
"・ミニョネット",,"東京都","https://retty.me/area/PRE13/ARE15/SUB1501/100000882081/","http://mignonnette.kecj.jp/",,,
"弘屋",,"大阪府","https://retty.me/area/PRE27/ARE89/SUB8902/100000040747/","http://ko-ya.com/index.php",,,
"グランファミーユ・シェ松尾 成城コルティ店",,"東京都","https://retty.me/area/PRE13/ARE664/SUB2204/100000051485/","http://www.chez-matsuo.co.jp/",,,
"ミッシェルナカジマ",,"神奈川県","https://retty.me/area/PRE14/ARE34/SUB3401/100000453806/","http://michel-nakajima.com/index.html/",,,
"シーフードレストラン TSUKIMISO 月見草",,"東京都","https://retty.me/area/PRE13/ARE9/SUB902/100000099634/","http://asa-kusa.jp/",,,
"ル ポトローズ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000734490/","http://www.le-potauxroses.jp/",,,
"カンロ",,"大阪府","https://retty.me/area/PRE27/ARE92/SUB9202/100000847340/","http://www.lakanro.jp/#wall","https://www.facebook.com/LaKanro/",,
"レストラン　パフューム",,"東京都","https://retty.me/area/PRE13/ARE13/SUB1303/100000867276/","http://lesperfumes.com/",,,
"ポンドール・イノ",,"東京都","https://retty.me/area/PRE13/ARE15/SUB1503/100000794238/","http://www.pontdorinno.com/",,,
"ル・ジャンティオム",,"北海道","https://retty.me/area/PRE01/ARE164/SUB43804/100000069530/","http://www.le-gentilhomme.com/",,,
"コック アジル",,"104","https://retty.me/area/PRE13/ARE2/SUB201/100000104948/","http://https//ginza-mishou.com/",,,
"レストラン シェ ヒャクタケ",,"神奈川県","https://retty.me/area/PRE14/ARE34/SUB31302/100000032921/","http://syonan-style.com/chez_hyakutake/",,,
"シェ草間",,"長野県","https://retty.me/area/PRE20/ARE227/SUB22702/100000049678/","http://www.chez-kusama.com/index.html",,,
"レギューム",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1403/100000745160/",,"https://www.facebook.com/LEGUME-%25E3%2583%25AC%25E3%2582%25AE%25E3%2583%25A5%25E3%2583%25BC%25E3%2583%25A0-401065243277181/",,
"レ ゼール デ カー",,"東京都","https://retty.me/area/PRE13/ARE6/SUB601/100000806613/","http://www.les-ailes.com/",,,
"オールデイダイニング ハーモニー ザ ロイヤルパークホテル アイコニック 東京汐留",,"東京都","https://retty.me/area/PRE13/ARE2/SUB1603/100000010228/","https://www.the-royalpark.jp/the/tokyoshiodome/restaurant/harmony/",,,
"レストランMAY",,"東京都","https://retty.me/area/PRE13/ARE13/SUB1303/100001156562/","http://www.may-iwata.jp/","https://www.facebook.com/restaurantmay/",,
"カフェ カリフォルニア",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1404/100000002883/","http://www.miyakohotels.ne.jp/tokyo/index.html/",,,
"レストランアンドバーシー",,"東京都","https://retty.me/area/PRE13/ARE3/SUB302/100000136800/","http://www.hachioji-scene.com/",,,
"グナヴェール PREMIER",,"大阪府","https://retty.me/area/PRE27/ARE89/SUB8901/100000020992/","http://premier.lagunaveil.com/restaurant/",,,
"・ヴォワール",,"埼玉県","https://retty.me/area/PRE11/ARE51/SUB5101/100001182042/","http://www.lavoile.jp/",,,
"・ヴァガボンド",,"愛知県","https://retty.me/area/PRE23/ARE65/SUB6502/100000014273/",,,,
"レストランヴァンセット",,"東京都","https://retty.me/area/PRE13/ARE3/SUB301/100000035729/","http://www.sprasia.com/tv/user/vanset/vanset",,,
"AKI NAGAO",,"北海道","https://retty.me/area/PRE01/ARE164/SUB43804/100000774227/","http://www.aki-nagao.com/","https://www.facebook.com/pages/biz/french_restaurant-%E5%8C%97%E6%B5%B7%E9%81%93-%E6%9C%AD%E5%B9%8C%E5%B8%82/AKI-NAGAO-500577223332635/",,
"ポム・ダダン　丸ノ内ホテル",,"東京都","https://retty.me/area/PRE13/ARE15/SUB1504/100000450477/","https://www.marunouchi-hotel.co.jp/",,,
"リストランテ ル・ミディ ひらまつ",,"大阪府","https://retty.me/area/PRE27/ARE89/SUB8901/100001167969/","http://www.hiramatsu.jp/lemidi/",,,
"ノーザンテラスダイナー 札幌グランドホテル",,"北海道","https://retty.me/area/PRE01/ARE164/SUB43802/100000829208/","https://grand1934.com/restaurant/northern-terrace-diner/","https://www.facebook.com/grand1934/",,
"レンチビストロ 　ル・ドール",,"大阪府","https://retty.me/area/PRE27/ARE91/SUB9102/100001202134/","http://www.stregisosaka.co.jp/jp/ruedor",,,
"ノーワンズレシピ ホテルブレストンコート",,"長野県","https://retty.me/area/PRE20/ARE227/SUB22702/100000718498/","http://www.blestoncourt.com/restaurant/",,,
"メゾンドアッシュエム",,"神奈川県","https://retty.me/area/PRE14/ARE34/SUB31303/100000001681/","http://www.b-h-m.com/",,,
"アルカショ",,"東京都","https://retty.me/area/PRE13/ARE13/SUB704/100000015006/",,,,
"・テラス イリゼ",,"奈良県","https://retty.me/area/PRE29/ARE120/SUB12001/100000050111/","http://laterrasse.jp/irisee/",,,
"サル・キッチ",,"東京都","https://retty.me/area/PRE13/ARE12/SUB1201/100000453047/","http://lasalle-cuisine.dreamblog.jp/",,,
"ツシミ",,"東京都","https://retty.me/area/PRE13/ARE8/SUB804/100000040757/","http://www.tsushimi.com/index.html",,,
"レストラン ZK 大阪マリオット都ホテル",,"大阪府","https://retty.me/area/PRE27/ARE97/SUB9701/100000877528/","http://www.miyakohotels.ne.jp/osaka-m-miyako/restaurant/57/index.html/",,,
"ブラッスリー ギョ",,"東京都","https://retty.me/area/PRE13/ARE10/SUB1002/100001226045/","http://gyoran.com/","https://www.facebook.com/Brasserie-Gyoran-191318827659129/",,
"ダン ル シエル",,"大阪府","https://retty.me/area/PRE27/ARE90/SUB9001/100000041973/","http://ciel.siw.jp/",,,
"レストラン ひらまつ 博多",,"福岡県","https://retty.me/area/PRE40/ARE127/SUB12701/100000733660/","http://https//www.hiramatsurestaurant.jp/hiramatsu-hakata/",,,
"ビストロカトリ",,"東京都","https://retty.me/area/PRE13/ARE9/SUB902/100000013513/","http://www.bistro-katori.jp/",,,
"2H",,"大阪府","https://retty.me/area/PRE27/ARE94/SUB9401/100000056785/","http://www.french-2h.jp/index.html",,,
"リアンス バーラウンジ",,"東京都","https://retty.me/area/PRE13/ARE6/SUB604/100000824199/","http://www.lalliance.jp/restaurant/bar/",,,
"ル・タン・ペルデュ",,"愛知県","https://retty.me/area/PRE23/ARE63/SUB6305/100000756523/",,,,
"レストラン トエダ",,"長野県","https://retty.me/area/PRE20/ARE227/SUB22702/100000752225/",,"https://www.facebook.com/restauranttoeda",,
"・メゾンブランシュ",,"大阪府","https://retty.me/area/PRE27/ARE85/SUB8403/100000191199/",,,,
"・ベイエ",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100000113840/",,,,
"ル ペガ",,"福岡県","https://retty.me/area/PRE40/ARE127/SUB12702/100000708463/","http://ggyao.usen.com/0005021331/",,,
"ユカワタン ホテルブレストンコート",,"長野県","https://retty.me/area/PRE20/ARE227/SUB22702/100000784366/","http://yukawatan.blestoncourt.com/",,,
"ル ポン ド シェル",,"大阪府","https://retty.me/area/PRE27/ARE92/SUB9203/100000066013/","http://www.pont-de-ciel.co.jp/",,,
"LE UN アカガネリゾート京都東山1925",,"京都府","https://retty.me/area/PRE26/ARE112/SUB11203/100000850007/","http://www.arkh.jp/restaurant/",,,
"オー・プロヴァンソー",,"東京都","https://retty.me/area/PRE13/ARE18/SUB1802/100000032217/","http://www.aux-provencaux.co.jp/index.html",,,
"グランシャ",,"大阪府","https://retty.me/area/PRE27/ARE89/SUB8902/100000715177/",,,,
"マクシヴァ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1401/100000047424/","http://www.maxivin.com/",,,
"ル ベナト",,"兵庫県","https://retty.me/area/PRE28/ARE103/SUB10301/100000722267/","http://benaton.net/","https://www.facebook.com/benaton.japon/",,
"tawara",,"石川県","https://retty.me/area/PRE17/ARE155/SUB15501/100000813415/","http://tawara-kanazawa.jp/","https://www.facebook.com/tawara-333367810103809/",,
"レスプリ ミタニ ア ゲタリ",,"東京都","https://retty.me/area/PRE13/ARE6/SUB603/100001179800/","http://www.lesprit-mitani.com/laccueil.html",,,
"・ターシュ・ド・ルージュ",,"神奈川県","https://retty.me/area/PRE14/ARE31/SUB3102/100000041321/","http://www.cinq-aroma.com/la_tache_de_rouge/index.html",,,
"ル・ミュゼ",,"北海道","https://retty.me/area/PRE01/ARE164/SUB16401/100000774802/",,,,
"アリスダイニング クイーンアリ",,"愛知県","https://retty.me/area/PRE23/ARE74/SUB60601/100000709577/","http://www.centrair.jp/enjoy/shop/alice_dining/queen_alice.html",,,
"レストラン マサヒロ・ニシム",,"長野県","https://retty.me/area/PRE20/ARE273/SUB55902/100000761292/",,,,
"・フロレゾン・ドゥ・タケウチ",,"愛知県","https://retty.me/area/PRE23/ARE63/SUB6305/100000798094/","http://lafloraison-t.jp/",,,
"テオドー",,"東京都","https://retty.me/area/PRE13/ARE13/SUB704/100000032356/",,,,
"カイレストラン ロンド",,"北海道","https://retty.me/area/PRE01/ARE164/SUB43803/100000077851/",,,,
"レシピ",,"兵庫県","https://retty.me/area/PRE28/ARE98/SUB9904/100000198886/","http://www.recette.jp/recipe/",,,
"麻布れとろ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1405/100000057308/","http://ns1.web-kumo.com/",,,
"横浜ロイヤルパークホテル",,"神奈川県","https://retty.me/area/PRE14/ARE39/SUB3901/100000454011/",,,,
"コネクショ",,"大阪府","https://retty.me/area/PRE27/ARE92/SUB9201/100000494950/",,,,
"ヴェルデュ都",,"広島県","https://retty.me/area/PRE34/ARE285/SUB28501/100001153616/",,,,
"Naomi OGAKI",,"栃木県","https://retty.me/area/PRE09/ARE59/SUB5901/100000883378/","http://www.naomi-ogaki.com/",,,
"アンサンセ",,"神奈川県","https://retty.me/area/PRE14/ARE38/SUB3801/100000005926/","http://www.linsense.com/",,,
"ビラント 四の橋店",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1404/100000016548/","http://www.labyrinthe.co.jp/shinohashi/",,,
"匠 奥村",,"京都府","https://retty.me/area/PRE26/ARE112/SUB11201/100000021499/","http://www.restaurant-okumura.com/takumi/",,,
"ル ヴェール フレ",,"大阪府","https://retty.me/area/PRE27/ARE84/SUB8401/100000454002/","http://www.levertfrais.com/","https://www.facebook.com/LeVertFrais/",,
"ノードール",,"東京都","https://retty.me/area/PRE13/ARE6/SUB603/100000708583/","http://www.lanneaudor-tokyo.com/",,,
"ホテル ラ・スイート神戸ハーバーランド",,"兵庫県","https://retty.me/area/PRE28/ARE102/SUB9901/100000702608/","http://www.l-s.jp/",,,
"青いけ",,"京都府","https://retty.me/area/PRE26/ARE657/SUB10904/100000872491/","http://aoike-kyoto.com/","https://www.facebook.com/Restaurantaoike",,
"ホテルピエナ神戸",,"兵庫県","https://retty.me/area/PRE28/ARE98/SUB9801/100001048390/","http://www.piena.co.jp/",,,
"オテル・ド・ヨシノ",,"和歌山県","https://retty.me/area/PRE30/ARE121/SUB12101/100000756654/","http://www.hoteldeyoshino.com/","https://www.facebook.com/%E3%82%AA%E3%83%86%E3%83%AB%E3%83%89%E3%83%A8%E3%82%B7%E3%83%8E-149228781774614/",,
"ビストロ・キンタ",,"東京都","https://retty.me/area/PRE13/ARE20/SUB2005/100000111332/","https://www.instagram.com/bistro.kinta/?hl=ja",,,
"コンテンポラリー・ダイニング CROWN ホテルナゴヤキャッスル",,"愛知県","https://retty.me/area/PRE23/ARE69/SUB6901/100000062403/","http://www.castle.co.jp/index_wnc.html",,,
"ロルキデ ブランシュ オテルグレージュ",,"福岡県","https://retty.me/area/PRE40/ARE137/SUB13701/100001187190/","http://www.greges.jp/","https://www.facebook.com/hotelgreges2009/",,
"ル ピニョ",,"愛知県","https://retty.me/area/PRE23/ARE64/SUB6403/100000049016/","http://www013.upp.so-net.ne.jp/pignon/",,,
"elan vital",,"東京都","https://retty.me/area/PRE13/ARE1/SUB102/100001310580/",,,,
"CELLIER",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100001262706/","https://tabelog.com/tokyo/A1303/A130302/13192209/",,,
"NATURE ON",,"東京都","https://retty.me/area/PRE13/ARE7/SUB701/100001193859/",,,,
"レストラン シェ マサ",,"長野県","https://retty.me/area/PRE20/ARE82/SUB8201/100000513893/","https://www.chezmasa.com/","https://www.facebook.com/Chez.Masa2008/",,
"ガーデンレストラン徳川園",,"愛知県","https://retty.me/area/PRE23/ARE64/SUB6403/100000065123/",,,,
"ザ テラス 日本平ホテル",,"静岡県","https://retty.me/area/PRE22/ARE78/SUB32906/100000919094/","http://www.ndhl.jp/restaurant/terrace",,,
"青山 ブション アミュゼ",,"東京都","https://retty.me/area/PRE13/ARE23/SUB2303/100001311983/","http://www.amuser-aoyama.com/","https://www.facebook.com/Aoyama-bouchon-amuser-%E9%9D%92%E5%B1%B1-%E3%83%96%E3%82%B7%E3%83%A7%E3%83%B3-%E3%82%A2%E3%83%9F%E3%83%A5%E3%82%BC-238264623240823/",,
"Cot",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100000700025/","http://www.my-partners.com/cot/index.html",,,
"エゴジーヌ",,"東京都","https://retty.me/area/PRE13/ARE14/SUB1402/100001162647/","http://egosine.com/","https://www.facebook.com/egosine",,
